,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Google Place Id,Occupancy
69,428,Sagar Ratna,1,Noida,"C-134/B, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3648332,28.5971027,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,155,ChIJ4SobTU_kDDkRqgqUPVegrzw,55.86297760210803
70,304103,Cafe Coffee Day,1,Noida,"2nd Floor, Shoppers Stop, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3262953,28.5678712,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,18,ChIJoejycZPlDDkR4uE9AoCB6i8,65.99870717517776
71,5598,Cafe Coffee Day,1,Noida,"Shop 111, 1st Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.32602609999999,28.5676664,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,34,ChIJoejycZPlDDkR4uE9AoCB6i8,65.99870717517776
72,5619,Domino's Pizza,1,Noida,"302-A, 3rd Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.32555490000001,28.5675098,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,60,ChIJ6-BHaZPlDDkRM4EBsXmhshM,54.05483405483405
73,7932,McDonald's,1,Noida,"Food Court, 3rd Floor, The Great India Palace Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.32530809999999,28.5671503,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,70,ChIJx_DX9lvkDDkR0SxhrxWakbs,63.95604395604396
74,1226,Pind Balluchi,1,Noida,"The Great India Place Mall, Sector 38-A, Near Sector 38, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3253979,28.567158799999998,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,793,ChIJq6qqg0nkDDkR5fkP2DyeiaE,35.23637303022475
75,7939,Baskin Robbins,1,Noida,"Ground Floor, The Great India Place Mall, Sector 38 A, Noida, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3254972,28.567253700000002,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,41,ChIJOR03htnlDDkRMZOM9QLGT4U,51.142857142857146
76,3251,Mandarin Trail,1,Noida,"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3255325,28.5672163,Chinese,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,517,ChIJ23_ThEnkDDkRzIie7AXah3g,66.37192594639403
77,308774,Nazeer Foods,1,Noida,"304, 3rd Floor, The Great India Place Mall, Sector 38-A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3256447,28.5674287,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,179,ChIJVVVVgbroDDkRiRcjDVDp15E,71.80094786729858
78,302421,Shree Rathnam,1,Noida,"309, 3rd Floor, The Great India Place, Sector 38-A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3261382,28.5680132,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,139,ChIJmYpBrV_kDDkRF8rWAF4plUA,85.19727891156464
79,1244,TGI Friday's,1,Noida,"319-320, 3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3262056,28.567683399999996,"American, Tex-Mex",2500,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.5,Yellow,Good,1147,ChIJRY1XgEnkDDkRUAKDhXTCVDk,69.56731931351221
80,3237,Club Ice Cube,1,Noida,"313, 3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3264748,28.5680674,"North Indian, Continental, Chinese",2400,Indian Rupees(Rs.),Yes,No,No,No,4,2.0,Red,Poor,230,ChIJVVVVxUjkDDkRJ6ocjeIartA,42.66917293233083
81,3149,The Punjabiis Restro Bar,1,Noida,"325-A, 3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3253979,28.567158799999998,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good,395,ChIJf_H6d0nkDDkRbMiXiFWxCtw,36.353944562899784
